Name,Top,Mid,Bot
BTC_Face#30,headset,round_glasses,mouth
BTC_Face#50,headset,round_glasses,mustache
BTC_Face#98,crown,round_glasses,blusher
BTC_Face#99,crown,pixel_sunglasses,blusher
BTC_Face#70,headset,round_glasses,beard
BTC_Face#21,none,eyes,mouth
BTC_Face#95,fedora,pixel_sunglasses,blusher
BTC_Face#73,fedora,eyes,beard
BTC_Face#78,crown,round_glasses,beard
BTC_Face#26,headband,round_glasses,mouth
ETH_Face#23,none,pixel_sunglasses,mouth
ETH_Face#62,none,round_glasses,beard
ETH_Face#64,none,pirate_eyepatch,beard
ETH_Face#8,headband,pirate_eyepatch,none
ETH_Face#97,crown,eyes,blusher
ETH_Face#14,fedora,round_glasses,none
ETH_Face#69,headset,eyes,beard
ETH_Face#86,headband,round_glasses,blusher
ETH_Face#15,fedora,pixel_sunglasses,none
ETH_Face#30,headset,round_glasses,mouth
BNB_Face#47,headband,pixel_sunglasses,mustache
BNB_Face#69,headset,eyes,beard
BNB_Face#70,headset,round_glasses,beard
BNB_Face#82,none,round_glasses,blusher
BNB_Face#59,crown,pixel_sunglasses,mustache
BNB_Face#34,fedora,round_glasses,mouth
BNB_Face#39,crown,pixel_sunglasses,mouth
BNB_Face#52,headset,pirate_eyepatch,mustache
BNB_Face#43,none,pixel_sunglasses,mustache
BNB_Face#5,headband,eyes,none
USDT_Face#63,none,pixel_sunglasses,beard
USDT_Face#100,crown,pirate_eyepatch,blusher
USDT_Face#30,headset,round_glasses,mouth
USDT_Face#70,headset,round_glasses,beard
USDT_Face#52,headset,pirate_eyepatch,mustache
USDT_Face#2,none,round_glasses,none
USDT_Face#61,none,eyes,beard
USDT_Face#64,none,pirate_eyepatch,beard
USDT_Face#3,none,pixel_sunglasses,none
USDT_Face#67,headband,pixel_sunglasses,beard
SOL_Face#9,headset,eyes,none
SOL_Face#31,headset,pixel_sunglasses,mouth
SOL_Face#100,crown,pirate_eyepatch,blusher
SOL_Face#67,headband,pixel_sunglasses,beard
SOL_Face#57,crown,eyes,mustache
SOL_Face#85,headband,eyes,blusher
SOL_Face#74,fedora,round_glasses,beard
SOL_Face#80,crown,pirate_eyepatch,beard
SOL_Face#22,none,round_glasses,mouth
SOL_Face#90,headset,round_glasses,blusher
USDC_Face#6,headband,round_glasses,none
USDC_Face#97,crown,eyes,blusher
USDC_Face#2,none,round_glasses,none
USDC_Face#94,fedora,round_glasses,blusher
USDC_Face#42,none,round_glasses,mustache
USDC_Face#10,headset,round_glasses,none
USDC_Face#19,crown,pixel_sunglasses,none
USDC_Face#92,headset,pirate_eyepatch,blusher
USDC_Face#48,headband,pirate_eyepatch,mustache
USDC_Face#66,headband,round_glasses,beard
ADA_Face#96,fedora,pirate_eyepatch,blusher
ADA_Face#95,fedora,pixel_sunglasses,blusher
ADA_Face#5,headband,eyes,none
ADA_Face#50,headset,round_glasses,mustache
ADA_Face#70,headset,round_glasses,beard
ADA_Face#44,none,pirate_eyepatch,mustache
ADA_Face#16,fedora,pirate_eyepatch,none
ADA_Face#89,headset,eyes,blusher
ADA_Face#6,headband,round_glasses,none
ADA_Face#67,headband,pixel_sunglasses,beard
XRP_Face#25,headband,eyes,mouth
XRP_Face#57,crown,eyes,mustache
XRP_Face#70,headset,round_glasses,beard
XRP_Face#64,none,pirate_eyepatch,beard
XRP_Face#83,none,pixel_sunglasses,blusher
XRP_Face#61,none,eyes,beard
XRP_Face#20,crown,pirate_eyepatch,none
XRP_Face#7,headband,pixel_sunglasses,none
XRP_Face#56,fedora,pirate_eyepatch,mustache
XRP_Face#76,fedora,pirate_eyepatch,beard
LUNA_Face#43,none,pixel_sunglasses,mustache
LUNA_Face#83,none,pixel_sunglasses,blusher
LUNA_Face#72,headset,pirate_eyepatch,beard
LUNA_Face#76,fedora,pirate_eyepatch,beard
LUNA_Face#54,fedora,round_glasses,mustache
LUNA_Face#69,headset,eyes,beard
LUNA_Face#52,headset,pirate_eyepatch,mustache
LUNA_Face#92,headset,pirate_eyepatch,blusher
LUNA_Face#57,crown,eyes,mustache
LUNA_Face#15,fedora,pixel_sunglasses,none
DOT_Face#14,fedora,round_glasses,none
DOT_Face#64,none,pirate_eyepatch,beard
DOT_Face#50,headset,round_glasses,mustache
DOT_Face#80,crown,pirate_eyepatch,beard
DOT_Face#10,headset,round_glasses,none
DOT_Face#20,crown,pirate_eyepatch,none
DOT_Face#38,crown,round_glasses,mouth
DOT_Face#12,headset,pirate_eyepatch,none
DOT_Face#82,none,round_glasses,blusher
DOT_Face#2,none,round_glasses,none
AVAX_Face#83,none,pixel_sunglasses,blusher
AVAX_Face#31,headset,pixel_sunglasses,mouth
AVAX_Face#76,fedora,pirate_eyepatch,beard
AVAX_Face#26,headband,round_glasses,mouth
AVAX_Face#14,fedora,round_glasses,none
AVAX_Face#70,headset,round_glasses,beard
AVAX_Face#78,crown,round_glasses,beard
AVAX_Face#86,headband,round_glasses,blusher
AVAX_Face#52,headset,pirate_eyepatch,mustache
AVAX_Face#50,headset,round_glasses,mustache
DOGE_Face#28,headband,pirate_eyepatch,mouth
DOGE_Face#24,none,pirate_eyepatch,mouth
DOGE_Face#65,headband,eyes,beard
DOGE_Face#44,none,pirate_eyepatch,mustache
DOGE_Face#71,headset,pixel_sunglasses,beard
DOGE_Face#68,headband,pirate_eyepatch,beard
DOGE_Face#18,crown,round_glasses,none
DOGE_Face#89,headset,eyes,blusher
DOGE_Face#38,crown,round_glasses,mouth
DOGE_Face#75,fedora,pixel_sunglasses,beard
MATIC_Face#46,headband,round_glasses,mustache
MATIC_Face#98,crown,round_glasses,blusher
MATIC_Face#51,headset,pixel_sunglasses,mustache
MATIC_Face#19,crown,pixel_sunglasses,none
MATIC_Face#64,none,pirate_eyepatch,beard
MATIC_Face#31,headset,pixel_sunglasses,mouth
MATIC_Face#34,fedora,round_glasses,mouth
MATIC_Face#81,none,eyes,blusher
MATIC_Face#63,none,pixel_sunglasses,beard
MATIC_Face#36,fedora,pirate_eyepatch,mouth
SHIB_Face#95,fedora,pixel_sunglasses,blusher
SHIB_Face#41,none,eyes,mustache
SHIB_Face#80,crown,pirate_eyepatch,beard
SHIB_Face#29,headset,eyes,mouth
SHIB_Face#25,headband,eyes,mouth
SHIB_Face#19,crown,pixel_sunglasses,none
SHIB_Face#2,none,round_glasses,none
SHIB_Face#87,headband,pixel_sunglasses,blusher
SHIB_Face#12,headset,pirate_eyepatch,none
SHIB_Face#100,crown,pirate_eyepatch,blusher
BUSD_Face#60,crown,pirate_eyepatch,mustache
BUSD_Face#10,headset,round_glasses,none
BUSD_Face#32,headset,pirate_eyepatch,mouth
BUSD_Face#84,none,pirate_eyepatch,blusher
BUSD_Face#18,crown,round_glasses,none
BUSD_Face#46,headband,round_glasses,mustache
BUSD_Face#87,headband,pixel_sunglasses,blusher
BUSD_Face#69,headset,eyes,beard
BUSD_Face#68,headband,pirate_eyepatch,beard
BUSD_Face#42,none,round_glasses,mustache
CRO_Face#2,none,round_glasses,none
CRO_Face#50,headset,round_glasses,mustache
CRO_Face#57,crown,eyes,mustache
CRO_Face#84,none,pirate_eyepatch,blusher
CRO_Face#30,headset,round_glasses,mouth
CRO_Face#61,none,eyes,beard
CRO_Face#78,crown,round_glasses,beard
CRO_Face#45,headband,eyes,mustache
CRO_Face#20,crown,pirate_eyepatch,none
CRO_Face#38,crown,round_glasses,mouth
LINK_Face#77,crown,eyes,beard
LINK_Face#15,fedora,pixel_sunglasses,none
LINK_Face#53,fedora,eyes,mustache
LINK_Face#41,none,eyes,mustache
LINK_Face#18,crown,round_glasses,none
LINK_Face#38,crown,round_glasses,mouth
LINK_Face#9,headset,eyes,none
LINK_Face#60,crown,pirate_eyepatch,mustache
LINK_Face#81,none,eyes,blusher
LINK_Face#29,headset,eyes,mouth
WBTC_Face#6,headband,round_glasses,none
WBTC_Face#62,none,round_glasses,beard
WBTC_Face#33,fedora,eyes,mouth
WBTC_Face#50,headset,round_glasses,mustache
WBTC_Face#87,headband,pixel_sunglasses,blusher
WBTC_Face#31,headset,pixel_sunglasses,mouth
WBTC_Face#97,crown,eyes,blusher
WBTC_Face#86,headband,round_glasses,blusher
WBTC_Face#39,crown,pixel_sunglasses,mouth
WBTC_Face#99,crown,pixel_sunglasses,blusher
NEAR_Face#10,headset,round_glasses,none
NEAR_Face#65,headband,eyes,beard
NEAR_Face#19,crown,pixel_sunglasses,none
NEAR_Face#93,fedora,eyes,blusher
NEAR_Face#14,fedora,round_glasses,none
NEAR_Face#71,headset,pixel_sunglasses,beard
NEAR_Face#15,fedora,pixel_sunglasses,none
NEAR_Face#90,headset,round_glasses,blusher
NEAR_Face#74,fedora,round_glasses,beard
NEAR_Face#68,headband,pirate_eyepatch,beard
UST_Face#56,fedora,pirate_eyepatch,mustache
UST_Face#58,crown,round_glasses,mustache
UST_Face#36,fedora,pirate_eyepatch,mouth
UST_Face#54,fedora,round_glasses,mustache
UST_Face#93,fedora,eyes,blusher
UST_Face#5,headband,eyes,none
UST_Face#74,fedora,round_glasses,beard
UST_Face#76,fedora,pirate_eyepatch,beard
UST_Face#10,headset,round_glasses,none
UST_Face#72,headset,pirate_eyepatch,beard
UNI_Face#58,crown,round_glasses,mustache
UNI_Face#62,none,round_glasses,beard
UNI_Face#4,none,pirate_eyepatch,none
UNI_Face#26,headband,round_glasses,mouth
UNI_Face#59,crown,pixel_sunglasses,mustache
UNI_Face#92,headset,pirate_eyepatch,blusher
UNI_Face#14,fedora,round_glasses,none
UNI_Face#87,headband,pixel_sunglasses,blusher
UNI_Face#7,headband,pixel_sunglasses,none
UNI_Face#8,headband,pirate_eyepatch,none
LTC_Face#34,fedora,round_glasses,mouth
LTC_Face#95,fedora,pixel_sunglasses,blusher
LTC_Face#81,none,eyes,blusher
LTC_Face#54,fedora,round_glasses,mustache
LTC_Face#88,headband,pirate_eyepatch,blusher
LTC_Face#83,none,pixel_sunglasses,blusher
LTC_Face#51,headset,pixel_sunglasses,mustache
LTC_Face#71,headset,pixel_sunglasses,beard
LTC_Face#19,crown,pixel_sunglasses,none
LTC_Face#6,headband,round_glasses,none
DAI_Face#14,fedora,round_glasses,none
DAI_Face#12,headset,pirate_eyepatch,none
