Name	Top	Mid	Bot
BTC_Face#32	headset	pirate_eyepatch	mouth
BTC_Face#67	headband	pixel_sunglasses	beard
BTC_Face#58	crown	round_glasses	mustache
BTC_Face#80	crown	pirate_eyepatch	beard
BTC_Face#86	headband	round_glasses	blusher
BTC_Face#33	fedora	eyes	mouth
BTC_Face#85	headband	eyes	blusher
BTC_Face#15	fedora	pixel_sunglasses	none
BTC_Face#90	headset	round_glasses	blusher
BTC_Face#20	crown	pirate_eyepatch	none
ETH_Face#67	headband	pixel_sunglasses	beard
ETH_Face#71	headset	pixel_sunglasses	beard
ETH_Face#43	none	pixel_sunglasses	mustache
ETH_Face#48	headband	pirate_eyepatch	mustache
ETH_Face#90	headset	round_glasses	blusher
ETH_Face#9	headset	eyes	none
ETH_Face#61	none	eyes	beard
ETH_Face#1	none	eyes	none
ETH_Face#91	headset	pixel_sunglasses	blusher
ETH_Face#58	crown	round_glasses	mustache
BNB_Face#95	fedora	pixel_sunglasses	blusher
BNB_Face#91	headset	pixel_sunglasses	blusher
BNB_Face#99	crown	pixel_sunglasses	blusher
BNB_Face#87	headband	pixel_sunglasses	blusher
BNB_Face#81	none	eyes	blusher
BNB_Face#51	headset	pixel_sunglasses	mustache
BNB_Face#53	fedora	eyes	mustache
BNB_Face#67	headband	pixel_sunglasses	beard
BNB_Face#89	headset	eyes	blusher
BNB_Face#71	headset	pixel_sunglasses	beard
USDT_Face#53	fedora	eyes	mustache
USDT_Face#85	headband	eyes	blusher
USDT_Face#90	headset	round_glasses	blusher
USDT_Face#50	headset	round_glasses	mustache
USDT_Face#88	headband	pirate_eyepatch	blusher
USDT_Face#38	crown	round_glasses	mouth
USDT_Face#49	headset	eyes	mustache
USDT_Face#34	fedora	round_glasses	mouth
USDT_Face#44	none	pirate_eyepatch	mustache
USDT_Face#8	headband	pirate_eyepatch	none
SOL_Face#65	headband	eyes	beard
SOL_Face#68	headband	pirate_eyepatch	beard
SOL_Face#34	fedora	round_glasses	mouth
SOL_Face#46	headband	round_glasses	mustache
SOL_Face#43	none	pixel_sunglasses	mustache
SOL_Face#41	none	eyes	mustache
SOL_Face#33	fedora	eyes	mouth
SOL_Face#92	headset	pirate_eyepatch	blusher
SOL_Face#75	fedora	pixel_sunglasses	beard
SOL_Face#50	headset	round_glasses	mustache
USDC_Face#39	crown	pixel_sunglasses	mouth
USDC_Face#69	headset	eyes	beard
USDC_Face#3	none	pixel_sunglasses	none
USDC_Face#32	headset	pirate_eyepatch	mouth
USDC_Face#85	headband	eyes	blusher
USDC_Face#52	headset	pirate_eyepatch	mustache
USDC_Face#37	crown	eyes	mouth
USDC_Face#5	headband	eyes	none
USDC_Face#1	none	eyes	none
USDC_Face#59	crown	pixel_sunglasses	mustache
ADA_Face#15	fedora	pixel_sunglasses	none
ADA_Face#79	crown	pixel_sunglasses	beard
ADA_Face#51	headset	pixel_sunglasses	mustache
ADA_Face#97	crown	eyes	blusher
ADA_Face#90	headset	round_glasses	blusher
ADA_Face#83	none	pixel_sunglasses	blusher
ADA_Face#29	headset	eyes	mouth
ADA_Face#20	crown	pirate_eyepatch	none
ADA_Face#64	none	pirate_eyepatch	beard
ADA_Face#72	headset	pirate_eyepatch	beard
XRP_Face#10	headset	round_glasses	none
XRP_Face#47	headband	pixel_sunglasses	mustache
XRP_Face#5	headband	eyes	none
XRP_Face#39	crown	pixel_sunglasses	mouth
XRP_Face#90	headset	round_glasses	blusher
XRP_Face#35	fedora	pixel_sunglasses	mouth
XRP_Face#65	headband	eyes	beard
XRP_Face#62	none	round_glasses	beard
XRP_Face#54	fedora	round_glasses	mustache
XRP_Face#80	crown	pirate_eyepatch	beard
LUNA_Face#96	fedora	pirate_eyepatch	blusher
LUNA_Face#22	none	round_glasses	mouth
LUNA_Face#46	headband	round_glasses	mustache
