name,top,mid,bot
BTC_Face#81,none,eyes,blusher
BTC_Face#91,headset,pixel_sunglasses,blusher
BTC_Face#69,headset,eyes,beard
BTC_Face#52,headset,pirate_eyepatch,mustache
BTC_Face#28,headband,pirate_eyepatch,mouth
BTC_Face#19,crown,pixel_sunglasses,none
BTC_Face#57,crown,eyes,mustache
BTC_Face#64,none,pirate_eyepatch,beard
BTC_Face#75,fedora,pixel_sunglasses,beard
BTC_Face#2,none,round_glasses,none
ETH_Face#100,crown,pirate_eyepatch,blusher
ETH_Face#55,fedora,pixel_sunglasses,mustache
ETH_Face#96,fedora,pirate_eyepatch,blusher
ETH_Face#89,headset,eyes,blusher
ETH_Face#41,none,eyes,mustache
ETH_Face#49,headset,eyes,mustache
ETH_Face#60,crown,pirate_eyepatch,mustache
ETH_Face#24,none,pirate_eyepatch,mouth
ETH_Face#35,fedora,pixel_sunglasses,mouth
ETH_Face#87,headband,pixel_sunglasses,blusher
BNB_Face#2,none,round_glasses,none
BNB_Face#19,crown,pixel_sunglasses,none
BNB_Face#49,headset,eyes,mustache
BNB_Face#37,crown,eyes,mouth
BNB_Face#79,crown,pixel_sunglasses,beard
BNB_Face#7,headband,pixel_sunglasses,none
BNB_Face#90,headset,round_glasses,blusher
BNB_Face#92,headset,pirate_eyepatch,blusher
BNB_Face#11,headset,pixel_sunglasses,none
BNB_Face#13,fedora,eyes,none
USDT_Face#6,headband,round_glasses,none
USDT_Face#14,fedora,round_glasses,none
USDT_Face#32,headset,pirate_eyepatch,mouth
USDT_Face#89,headset,eyes,blusher
USDT_Face#12,headset,pirate_eyepatch,none
USDT_Face#59,crown,pixel_sunglasses,mustache
USDT_Face#86,headband,round_glasses,blusher
USDT_Face#33,fedora,eyes,mouth
USDT_Face#41,none,eyes,mustache
USDT_Face#17,crown,eyes,none
SOL_Face#63,none,pixel_sunglasses,beard
SOL_Face#28,headband,pirate_eyepatch,mouth
SOL_Face#76,fedora,pirate_eyepatch,beard
SOL_Face#62,none,round_glasses,beard
SOL_Face#79,crown,pixel_sunglasses,beard
SOL_Face#19,crown,pixel_sunglasses,none
SOL_Face#89,headset,eyes,blusher
SOL_Face#8,headband,pirate_eyepatch,none
SOL_Face#40,crown,pirate_eyepatch,mouth
SOL_Face#7,headband,pixel_sunglasses,none
USDC_Face#89,headset,eyes,blusher
USDC_Face#65,headband,eyes,beard
USDC_Face#27,headband,pixel_sunglasses,mouth
USDC_Face#49,headset,eyes,mustache
USDC_Face#51,headset,pixel_sunglasses,mustache
USDC_Face#73,fedora,eyes,beard
USDC_Face#55,fedora,pixel_sunglasses,mustache
USDC_Face#22,none,round_glasses,mouth
USDC_Face#26,headband,round_glasses,mouth
USDC_Face#34,fedora,round_glasses,mouth
ADA_Face#28,headband,pirate_eyepatch,mouth
ADA_Face#53,fedora,eyes,mustache
ADA_Face#59,crown,pixel_sunglasses,mustache
ADA_Face#91,headset,pixel_sunglasses,blusher
ADA_Face#39,crown,pixel_sunglasses,mouth
